tconst,titleType,primaryTitle,year,runtimeMinutes,averageRating,numVotes,d1,dn1,d2,dn2,w1,wn1,w2,wn2,w3,wn3
tt0450336,movie,Blood Creek,2009,90,5.3,10950,nm0001708,Joel Schumacher,NA,NA,nm1738734,David Kajganich,NA,NA,NA,NA
tt0460943,movie,The Ritual,2009,114,3.8,105,nm1856810,Anthony Spadaccini,NA,NA,\N,NA,NA,NA,NA,NA
tt0462232,movie,Cold Storage,2009,96,4.8,348,nm0255912,Tony Elwood,NA,NA,nm0255912,Tony Elwood,nm0454060,Mark Kimray,NA,NA
tt0475970,movie,Creature of Darkness,2009,81,2.5,717,nm0832824,Mark Stouffer,NA,NA,nm0832824,Mark Stouffer,NA,NA,NA,NA
tt0483539,movie,The Eleventh Aggression,2009,90,4.6,35,nm0677064,Charles Peterson,NA,NA,nm1082859,Elias Castillo,nm0677064,Charles Peterson,nm1352774,Jose Rosete
tt0486592,movie,Guardians,2009,87,2.7,219,nm1994729,Drew Maxwell,NA,NA,nm1994729,Drew Maxwell,NA,NA,NA,NA
tt0486619,movie,Lynch Mob,2009,99,4.8,186,nm1116438,Byron Conrad Erwin,NA,NA,nm1497258,Rachel Stamper,nm1496063,Scott Stamper,NA,NA
tt0490875,movie,Dawning,2009,70,4.2,27,nm2099107,Tim Holtgrewe,nm1899433,Gregg Holtgrewe,nm1899433,Gregg Holtgrewe,nm1656956,Meagan Holtgrewe,nm2099107,Tim Holtgrewe
tt0492044,movie,The Haunting in Connecticut,2009,92,5.9,56971,nm1433996,Peter Cornwell,NA,NA,nm0800048,Adam Simon,nm0582481,Tim Metcalfe,NA,NA
tt0493451,movie,The Skeptic,2009,89,5.6,3841,nm1548043,Tennyson Bardwell,NA,NA,nm1548043,Tennyson Bardwell,NA,NA,NA,NA
tt0495111,movie,The Forest,2009,88,5.2,102,nm1464392,Ashvin Kumar,NA,NA,nm1464392,Ashvin Kumar,NA,NA,NA,NA
tt0758746,movie,Friday the 13th,2009,97,5.5,90565,nm1197971,Marcus Nispel,NA,NA,nm1226735,Damian Shannon,nm1226737,Mark Swift,nm1187126,Mark Wheaton
tt0758755,movie,Immortally Yours,2009,100,2.1,653,nm0868149,Joe Tornatore,NA,NA,nm1305151,Kat Hawks,NA,NA,NA,NA
tt0760169,movie,Hallettsville,2009,87,3.5,345,nm2129075,Andrew Pozza,NA,NA,nm1238488,Derek Lee Nixon,nm2129075,Andrew Pozza,nm2173418,Tim Massey
tt0762073,movie,Thirst,2009,135,7.1,38569,nm0661791,Chan-wook Park,NA,NA,nm0957652,Émile Zola,nm0661791,Chan-wook Park,nm1941029,Seo-kyeong Jeong
tt0791321,movie,Live Evil,2009,97,4.1,304,nm0937321,Jay Woelfel,NA,NA,nm0937321,Jay Woelfel,nm1142903,Vito Trabucco,nm1161952,Mark Terry
tt0795351,movie,Case 39,2009,109,6.2,72770,nm0023355,Christian Alvart,NA,NA,nm1242522,Ray Wright,NA,NA,NA,NA
tt0796345,movie,Orville,2009,81,4.3,38,nm1169248,Craig McMahon,NA,NA,nm1169248,Craig McMahon,NA,NA,NA,NA
tt0804539,movie,Surviving Evil,2009,90,4.2,604,nm1089472,Terence Daw,NA,NA,nm1089472,Terence Daw,NA,NA,NA,NA
tt0806027,movie,Blood: The Last Vampire,2009,91,5.3,14100,nm0619599,Chris Nahon,NA,NA,nm0159443,Chris Chow,nm0436784,Kenji Kamiyama,nm1056267,Katsuya Terada
tt0806203,movie,Carriers,2009,84,6,40164,nm0665041,David Pastor,nm1883612,Àlex Pastor,nm1883612,Àlex Pastor,nm0665041,David Pastor,NA,NA
tt0810924,movie,Knife Edge,2009,90,4.6,947,nm0382776,Anthony Hickox,NA,NA,nm2412184,Fiona Combe,nm0382776,Anthony Hickox,nm2405695,Robb Squire
tt0811047,movie,Predatory Instinct,2009,90,3.4,188,nm2219651,Emil Ishii,NA,NA,nm2219651,Emil Ishii,NA,NA,NA,NA
tt0811124,movie,The Lost Tribe,2009,100,3.8,1444,nm0004152,Roel Reiné,NA,NA,nm2881830,Mark E. Davidson,NA,NA,NA,NA
tt0812352,movie,Nine Miles Down,2009,86,5.4,3134,nm0909026,Anthony Waller,NA,NA,nm0211193,Everett De Roche,nm0909026,Anthony Waller,NA,NA
tt0815245,movie,The Uninvited,2009,87,6.3,72347,nm0345294,Charles Guard,nm0345307,Thomas Guard,nm0742194,Craig Rosenberg,nm1215164,Doug Miro,nm0076166,Carlo Bernard
tt0829251,movie,The Haunting,2009,94,5.3,1200,nm0004439,Elio Quiroga,NA,NA,nm0004439,Elio Quiroga,NA,NA,NA,NA
tt0830209,movie,Darkness Waits,2009,75,6.5,21,nm1340129,Marc Trottier,NA,NA,nm1340129,Marc Trottier,NA,NA,NA,NA
tt0843852,movie,Growing Out,2009,106,4,317,nm1413064,Graham Ratliff,NA,NA,nm1949024,Garett Ratliff,NA,NA,NA,NA
tt0844479,movie,The Collector,2009,90,6.4,53630,nm1729303,Marcus Dunstan,NA,NA,nm1733317,Patrick Melton,nm1729303,Marcus Dunstan,NA,NA
tt0844708,movie,The Last House on the Left,2009,110,6.5,80346,nm1531934,Dennis Iliadis,NA,NA,nm2085654,Adam Alleca,nm0255296,Carl Ellsworth,nm0000127,Wes Craven
tt0850705,movie,The Queen of Screams,2009,\N,3.7,22,nm0739509,Margo Romero,NA,NA,nm2311231,Alex Ryan,nm1623629,Stephen Savage,NA,NA
tt0851530,movie,The Lodger,2009,95,5.7,4480,nm0648545,David Ondaatje,NA,NA,nm0648545,David Ondaatje,nm0523269,Marie Belloc Lowndes,NA,NA
tt0870937,movie,Open Graves,2009,88,4.2,2787,nm0035531,Álvaro de Armiñán,NA,NA,nm0853095,Roderick Taylor,nm0852073,Bruce A. Taylor,NA,NA
tt0870984,movie,Antichrist,2009,108,6.6,108284,nm0001885,Lars von Trier,NA,NA,nm0001885,Lars von Trier,NA,NA,NA,NA
tt0874279,movie,Hangman,2009,80,3,50,nm0061376,Bradley Battersby,NA,NA,nm0061376,Bradley Battersby,nm1418757,Tom Hughes,NA,NA
tt0928361,movie,Wicked Wood,2009,80,6,8,nm1921610,Krist Rufty,NA,NA,nm0137920,Hank Carlson,nm1921610,Krist Rufty,NA,NA
tt0928375,movie,Legend of the Bog,2009,90,3.1,1035,nm1726844,Brendan Foley,NA,NA,nm1726844,Brendan Foley,nm2160000,John Sheridan,nm0174444,Joe Condren
tt0936471,movie,Transylmania,2009,92,3.8,2486,nm0384862,David Hillenbrand,nm0384863,Scott Hillenbrand,nm1352459,Patrick Casey,nm1351254,Josh Miller,NA,NA
tt0942892,movie,HellBilly 58,2009,90,6.4,17,nm2488741,Rusty Apper,NA,NA,nm2488741,Rusty Apper,NA,NA,NA,NA
tt0944080,movie,Call Back,2009,92,3.9,204,nm1215481,Ben Ross,NA,NA,nm1215481,Ben Ross,NA,NA,NA,NA
tt0951335,movie,The New Daughter,2009,108,5.3,13541,nm1084937,Luiso Berdejo,NA,NA,nm2092862,John Travis,nm2391938,John Connolly,NA,NA
tt0960066,movie,The Black Waters of Echo's Pond,2009,89,4.4,1060,nm0093232,Gabriel Bologna,NA,NA,nm1117468,Michael Berenson,nm0093232,Gabriel Bologna,nm1977565,Sean Clark
tt0961722,movie,Cabin Fever 2: Spring Fever,2009,86,4.3,12166,nm1488800,Ti West,NA,NA,nm0539801,Joshua Malkin,nm0669132,Randy Pearlstein,nm1488800,Ti West
tt0963947,movie,Sacred Game,2009,\N,7.4,8,nm2302822,Bernardo Chilindron,NA,NA,nm2302822,Bernardo Chilindron,nm1630042,Jeanette Gonzalez,nm0215830,Michael Philip Del Rio
tt0963948,movie,Shroud,2009,90,5.9,31,nm2544237,David Jetre,NA,NA,nm2544237,David Jetre,NA,NA,NA,NA
tt0973836,movie,Fragment,2009,88,3.2,181,nm2570033,Andrew Miles,NA,NA,nm2570033,Andrew Miles,NA,NA,NA,NA
tt0985060,movie,Night Crawlers,2009,76,3.6,155,nm2160298,Benjamin Wilbanks,NA,NA,nm2160298,Benjamin Wilbanks,NA,NA,NA,NA
tt0993841,movie,Dead Air,2009,90,5.2,2178,nm0000929,Corbin Bernsen,NA,NA,nm0945035,Kenny Yakkel,NA,NA,NA,NA
tt0997143,movie,Bled,2009,95,2.9,898,nm1312015,Christopher Hutson,NA,NA,nm2044223,Sxv'leithan Essex,NA,NA,NA,NA
tt0999972,movie,The Fear Chamber,2009,80,3.3,458,nm0140109,Kevin Carraway,NA,NA,nm0140109,Kevin Carraway,nm0764704,Lawrence Sara,NA,NA
tt1015987,movie,30 Days to Die,2009,88,2.4,286,nm0975225,Griff Furst,NA,NA,nm2746442,John Case,nm0975225,Griff Furst,nm0790820,Marc Sheffler
tt1017460,movie,Splice,2009,104,5.7,88796,nm0622112,Vincenzo Natali,NA,NA,nm0622112,Vincenzo Natali,nm2629199,Antoinette Terry Bryant,nm0852298,Doug Taylor
tt1020055,movie,Night Train,2009,83,5.7,8634,nm0454521,Brian King,NA,NA,nm0454521,Brian King,NA,NA,NA,NA
tt1023500,movie,Doghouse,2009,89,6,20325,nm0922115,Jake West,NA,NA,nm2645827,Dan Schaffer,NA,NA,NA,NA
tt1024232,movie,Dreamtime's Over,2009,76,2.2,274,nm3097173,Oscar D'Roccster,NA,NA,nm2644574,John V. Soto,nm1568099,Elizabeth Howatt-Jackman,nm2646512,Robert Lewis Galinsky
tt1034305,movie,Don't Look Up,2009,98,3,1451,nm0150897,Fruit Chan,NA,NA,nm0184937,Brian Cox,nm0847126,Hiroshi Takahashi,nm0620378,Hideo Nakata
tt1038011,movie,The Tomb,2009,89,3.8,1556,nm2663795,Michael Staininger,NA,NA,nm0794326,John Shirley,nm0000590,Edgar Allan Poe,NA,NA
tt1038916,movie,In a Spiral State,2009,\N,3,108,nm0008409,Ramzi Abed,NA,NA,nm0008409,Ramzi Abed,NA,NA,NA,NA
tt1039985,movie,Satanic Panic,2009,81,2.3,237,nm1482291,Marc Selz,NA,NA,nm1482291,Marc Selz,nm1483454,Karl Sundstrom,NA,NA
tt1042503,movie,Ghost Month,2009,100,2.9,777,nm0237236,Danny Draven,NA,NA,nm0237236,Danny Draven,NA,NA,NA,NA
tt1043844,movie,Eyeborgs,2009,102,4.8,2123,nm0002709,Richard Clabaugh,NA,NA,nm2673613,Fran Clabaugh,nm0002709,Richard Clabaugh,NA,NA
tt1046936,movie,Hurt,2009,97,5.1,1428,nm0826814,Barbara Stepansky,NA,NA,nm1064772,Alison Lea Bingeman,nm0826814,Barbara Stepansky,nm0552455,James Martin
tt1047490,movie,Lo,2009,80,6.6,2413,nm2090975,Travis Betz,NA,NA,nm2090975,Travis Betz,NA,NA,NA,NA
tt1050001,movie,Albino Farm,2009,90,3.8,1369,nm0026924,Joe Anderson,NA,NA,nm0026924,Joe Anderson,nm1002807,Sean McEwen,NA,NA
tt1051226,movie,Frankenhood,2009,92,4.1,435,nm2688488,Blaxwell Smart,NA,NA,nm2688039,Dan Filie,NA,NA,NA,NA
tt1053859,movie,The Grudge 3,2009,90,4.7,15930,nm0929317,Toby Wilkins,NA,NA,nm1234345,Takashi Shimizu,nm1778066,Brad Keene,NA,NA
tt1054112,movie,Imago mortis,2009,96,4.8,750,nm2506010,Stefano Bessoni,NA,NA,nm2506010,Stefano Bessoni,nm1084937,Luiso Berdejo,nm2493195,Marcello Paolillo
tt1057572,movie,Buddy BeBop vs the Living Dead,2009,90,5.5,24,nm2091866,Justin Cash Kirkpatrick,NA,NA,nm2091866,Justin Cash Kirkpatrick,NA,NA,NA,NA
tt1057576,movie,Uncharted,2009,90,2,424,nm1459683,Frank Nunez,NA,NA,nm1461673,John Fuentes,nm0622860,Demetrius Navarro,NA,NA
tt1059315,movie,Red Scream Vampyres,2009,87,5.6,13,nm0930396,David R. Williams,NA,NA,nm0930396,David R. Williams,NA,NA,NA,NA
tt1063103,movie,Psycho Holocaust,2009,80,5.1,95,nm1921610,Krist Rufty,NA,NA,nm1921610,Krist Rufty,NA,NA,NA,NA
tt1067777,movie,The Possessed,2009,89,4.4,134,nm0756612,Christopher Saint Booth,nm1665912,Philip Adrian Booth,nm0756612,Christopher Saint Booth,nm1665912,Philip Adrian Booth,nm2631965,Rosemary Ellen Guiley
tt10692168,movie,Exsecratus,2009,75,8.8,6,nm3842876,Niki Topgaard,NA,NA,nm10862131,Kasper Aarbye,nm3842876,Niki Topgaard,NA,NA
tt1073105,movie,The Descent: Part 2,2009,94,5.8,40654,nm1154184,Jon Harris,NA,NA,nm3068876,James McCarthy,nm2128335,J Blakeson,nm1220140,James Watkins
tt1075113,movie,Don't Look Back,2009,111,5.8,6087,nm0888418,Marina de Van,NA,NA,nm0888418,Marina de Van,nm0015149,Jacques Akchoti,NA,NA
tt1075749,movie,Reykjavik Whale Watching Massacre,2009,90,4.9,1802,nm0447314,Júlíus Kemp,NA,NA,nm0797604,Sjón Sigurdsson,NA,NA,NA,NA
tt1078933,movie,Spirit Camp,2009,96,4.7,563,nm0079930,Kerry Beyer,NA,NA,nm0079930,Kerry Beyer,NA,NA,NA,NA
tt1085518,movie,The Hiding,2009,90,6.1,25,nm2077065,Ramon Hamilton,NA,NA,nm2612457,Dani Dixon,nm2086250,Jennifer Fischer,nm2077065,Ramon Hamilton
tt1087445,movie,Beyond Remedy,2009,90,2.7,242,nm0398651,Gerhard Hroß,NA,NA,nm2744620,Sören Hoffmann,nm2752729,Jörge F. Peterson,NA,NA
tt1094296,movie,For Sale by Owner,2009,94,3.9,543,nm0934046,Robert J. Wilson,NA,NA,nm0178376,Scott Cooper,NA,NA,NA,NA
tt1094994,movie,Blackout,2009,\N,3.9,42,nm2756091,Ryan Curtis,NA,NA,nm2753274,Laurie Curtis,nm1664479,Paul Swearingen,NA,NA
tt1097015,movie,Red Hook,2009,86,3.1,484,nm1519313,Elizabeth Lucas,NA,NA,nm1519313,Elizabeth Lucas,nm2758841,Sammy Buck,NA,NA
tt1100053,movie,Tormented,2009,91,5.1,5883,nm1229323,Jon Wright,NA,NA,nm2765402,Stephen Prentice,NA,NA,NA,NA
tt1103256,movie,Red Sands,2009,89,4.3,3207,nm0877366,Alex Turner,NA,NA,nm1440023,Simon Barrett,NA,NA,NA,NA
tt1104006,movie,Walled In,2009,91,4.8,5452,nm0660707,Gilles Paquet-Brenner,NA,NA,nm1472014,Serge Brussolo,nm0864418,Rodolphe Tissot,nm1847992,Olivier Volpi
tt1104052,movie,The Commune,2009,91,4.9,134,nm2383130,Elisabeth Fies,NA,NA,nm2383130,Elisabeth Fies,NA,NA,NA,NA
tt1106778,movie,Gurdian,2009,90,4.2,20,nm0925517,Timothy W. White,NA,NA,nm0925517,Timothy W. White,NA,NA,NA,NA
tt1107394,movie,Dog,2009,90,4.7,60,nm1481153,Timothy Gates,NA,NA,nm1007420,James Korloch,NA,NA,NA,NA
tt1107816,movie,Giallo,2009,92,4.4,4922,nm0000783,Dario Argento,NA,NA,nm0013138,Jim Agnew,nm1396093,Sean Keller,nm0000783,Dario Argento
tt1109478,movie,Humans,2009,90,3.4,765,nm1213552,Jacques-Olivier Molon,nm0857701,Pierre-Olivier Thevenin,nm0772735,Silvan Boris Schmid,nm2786762,Dominique Néraud,nm2753482,Frédérique Henri
tt1109583,tvMovie,Fear Island,2009,95,5.2,3727,nm0832481,Michael Storey,NA,NA,nm5587719,NA,nm1754537,Jeff Martel,NA,NA
tt1117571,movie,The Demon Within,2009,90,5.3,23,nm1273683,Harold Gasnier,NA,NA,nm1273683,Harold Gasnier,NA,NA,NA,NA
tt1118655,movie,The 7th Hunt,2009,90,3.3,144,nm1546940,Jon Cohen,NA,NA,nm1546940,Jon Cohen,NA,NA,NA,NA
tt1119169,movie,Yamagata Scream,2009,115,5.1,94,nm0847562,Naoto Takenaka,NA,NA,nm0015340,Yasushi Akimoto,NA,NA,NA,NA
tt1120945,movie,Tony,2009,76,6.2,3083,nm1976116,Gerard Johnson,NA,NA,nm1976116,Gerard Johnson,NA,NA,NA,NA
tt1122765,movie,The House That Jack Built,2009,88,4.1,99,nm0718451,Bruce Reisman,NA,NA,nm2411088,Kris Black,nm0718451,Bruce Reisman,NA,NA
tt1122836,movie,Alien Trespass,2009,90,5.6,3504,nm0329535,R.W. Goodwin,NA,NA,nm2806236,Steven P. Fisher,nm2135749,James Swift,NA,NA
tt1124048,movie,The Last Resort,2009,75,3,1235,nm1970885,Brandon Nutt,NA,NA,nm1884735,Nathaniel Bozen,nm0646953,Nathan Oliver,nm2066341,Martina Papinchak
tt1125351,movie,Haunted Traxxs,2009,95,3.5,171,nm2210170,Michael Coonce,NA,NA,nm2210170,Michael Coonce,NA,NA,NA,NA
tt1125924,movie,By the Devil's Hands,2009,91,3.6,60,nm7008701,NA,NA,NA,nm7008701,NA,NA,NA,NA,NA
tt1127180,movie,Drag Me to Hell,2009,99,6.5,178945,nm0000600,Sam Raimi,NA,NA,nm0000600,Sam Raimi,nm0706898,Ivan Raimi,NA,NA
tt1127221,movie,Not Forgotten,2009,96,4.8,2453,nm0814786,Dror Soref,NA,NA,nm1497546,Tomás Romero,nm0814786,Dror Soref,NA,NA
tt1129441,movie,ThanksKilling,2009,70,4.2,3610,nm2006573,Jordan Downey,NA,NA,nm2006573,Jordan Downey,nm3096639,Bradly Schulz,nm2631847,Kevin Stewart
tt1131734,movie,Jennifer's Body,2009,102,5.2,107741,nm0476201,Karyn Kusama,NA,NA,nm1959505,Diablo Cody,NA,NA,NA,NA
tt1131743,movie,Necrosis,2009,90,3.2,935,nm0827051,Jason Robert Stephens,NA,NA,nm0752821,Robert Michael Ryan,nm0827051,Jason Robert Stephens,NA,NA
tt1134671,movie,No Time to Fear,2009,\N,3.4,126,nm2825794,Michael Korbic,NA,NA,nm2826491,Leonardo Barthel,NA,NA,NA,NA
tt1134674,movie,ZMD: Zombies of Mass Destruction,2009,89,5,3930,nm2176784,Kevin Hamedani,NA,NA,nm2819452,Ramon Isao,nm2176784,Kevin Hamedani,NA,NA
tt1134854,movie,Survival of the Dead,2009,90,4.9,19520,nm0001681,George A. Romero,NA,NA,nm0001681,George A. Romero,NA,NA,NA,NA
tt1135095,movie,Tell Tale,2009,93,5.4,4653,nm0191147,Michael Cuesta,NA,NA,nm1709264,Dave Callaham,nm0000590,Edgar Allan Poe,NA,NA
tt1135485,movie,Dear Beautiful,2009,\N,6.1,13,nm2823139,Roland Becerra,NA,NA,nm2823139,Roland Becerra,nm2642368,Meredith DiMenna,nm2626870,Candace Rose
tt1135500,movie,Homecoming,2009,88,5.3,4020,nm0293533,Morgan J. Freeman,NA,NA,nm1441354,Katie L. Fetting,NA,NA,NA,NA
tt1136684,movie,Run! Bitch Run!,2009,90,4.1,2639,nm2005138,Joseph Guzman,NA,NA,nm2008034,Robert James Hayes II,nm2005138,Joseph Guzman,NA,NA
tt1137999,movie,Blood River,2009,104,5.3,1314,nm0556573,Adam Mason,NA,NA,nm0556573,Adam Mason,nm1899220,Simon Boyes,NA,NA
tt1139668,movie,The Unborn,2009,88,4.8,47587,nm0333060,David S. Goyer,NA,NA,nm0333060,David S. Goyer,NA,NA,NA,NA
tt1144797,movie,Death Warrior,2009,90,2.8,632,nm0002573,Bill Corcoran,NA,NA,nm0248373,Hector Echavarria,nm1863398,Eamon Glennon,NA,NA
tt1144884,movie,The Final Destination,2009,82,5.2,90551,nm0254786,David R. Ellis,NA,NA,nm0107774,Eric Bress,nm0714695,Jeffrey Reddick,NA,NA
tt1146320,movie,Mutants,2009,95,5.6,3765,nm1847711,David Morlet,NA,NA,nm2288376,Louis-Paul Desanges,nm1847711,David Morlet,nm1498956,Ludovic du Clary
tt1147684,movie,Forget Me Not,2009,103,5.2,5514,nm1060922,Tyler Oliver,NA,NA,nm1169463,Jamieson Stern,nm1060922,Tyler Oliver,NA,NA
tt1147687,movie,The Devil's Tomb,2009,90,3.7,6203,nm0001064,Jason Connery,NA,NA,nm0458079,Keith Kjornes,NA,NA,NA,NA
tt1148200,movie,Chain Letter,2009,88,4.1,4819,nm1938064,Deon Taylor,NA,NA,nm1938064,Deon Taylor,nm0656003,Michael J. Pagan,nm0272090,Thomas Fenton
tt1148204,movie,Orphan,2009,123,6.9,178175,nm1429471,Jaume Collet-Serra,NA,NA,nm0424901,David Leslie Johnson-McGoldrick,nm2858852,Alex Mace,NA,NA
tt1150934,tvMovie,Anacondas: Trail of Blood,2009,89,3,4186,nm0005703,Don E. FauntLeRoy,NA,NA,nm2837937,David C. Olson,NA,NA,NA,NA
tt1151911,movie,Cornered!,2009,87,4.3,1155,nm2859393,Daniel Maze,NA,NA,nm2859030,Darrin Grimwood,nm2859393,Daniel Maze,NA,NA
tt1153102,movie,The Devil's Ground,2009,89,4.4,1397,nm0046480,Micheal Bafaro,NA,NA,nm0046480,Micheal Bafaro,NA,NA,NA,NA
tt1156096,tvMovie,Mal'aria,2009,200,6.6,34,nm0080689,Paolo Bianchini,NA,NA,nm1678549,Eraldo Baldini,nm0462310,Giovanna Koch,nm1356588,Stefano Sollima
tt1156398,movie,Zombieland,2009,88,7.6,469194,nm0281508,Ruben Fleischer,NA,NA,nm1014201,Rhett Reese,nm1116660,Paul Wernick,NA,NA
tt1160374,movie,Sweatshop,2009,90,4.1,1058,nm1924108,Stacy Davidson,NA,NA,nm1924108,Stacy Davidson,nm0313295,Ted Geoghegan,NA,NA
tt1161404,movie,Blood Night: The Legend of Mary Hatchet,2009,83,4.4,2103,nm2876628,Frank Sabatella,NA,NA,nm2874989,Elke Blasi,nm2876628,Frank Sabatella,NA,NA
tt1169809,movie,Book of Blood,2009,100,5.3,6813,nm0365666,John Harrison,NA,NA,nm0365666,John Harrison,nm1255497,Darin Silverman,nm0000850,Clive Barker
tt1170350,movie,Crush,2009,82,4.4,1355,nm2644574,John V. Soto,nm2892512,Jeffrey Gerritsen,nm2644574,John V. Soto,NA,NA,NA,NA
tt1172060,movie,It's Alive,2009,80,3.5,2622,nm0750857,Josef Rusnak,NA,NA,nm0169540,Larry Cohen,nm0814682,Paul Sopocy,nm0691935,James Portolese
tt1172065,movie,Zombie Farm,2009,90,3.6,209,nm0411290,Ricardo Islas,NA,NA,nm0411290,Ricardo Islas,NA,NA,NA,NA
tt1172994,movie,The House of the Devil,2009,95,6.4,37396,nm1488800,Ti West,NA,NA,nm1488800,Ti West,NA,NA,NA,NA
tt1176252,movie,Hunger,2009,101,5.3,4468,nm0378267,Steven Hentges,NA,NA,nm2912703,L.D. Goffigan,NA,NA,NA,NA
tt1176416,movie,Tetsuo: The Bullet Man,2009,71,5.7,1569,nm0875354,Shin'ya Tsukamoto,NA,NA,nm0875354,Shin'ya Tsukamoto,nm2417183,Hisakatsu Kuroki,NA,NA
tt1176733,movie,Murder Loves Killers Too,2009,75,4.8,418,nm0056048,Drew Barnhardt,NA,NA,nm0056048,Drew Barnhardt,NA,NA,NA,NA
tt1179891,movie,My Bloody Valentine,2009,101,5.4,51464,nm0527261,Patrick Lussier,NA,NA,nm0267805,Todd Farmer,nm2909914,Zane Smith,nm0063583,John Beaird
tt1183276,movie,The Horde,2009,90,5.9,14591,nm2278184,Yannick Dahan,nm1119478,Benjamin Rocher,nm2071861,Arnaud Bordas,nm2278184,Yannick Dahan,nm2959356,Stéphane Moïssakis
tt1185266,movie,Stan Helsing,2009,108,3.6,11664,nm0954848,Bo Zenga,NA,NA,nm0954848,Bo Zenga,NA,NA,NA,NA
tt1188729,movie,Pandorum,2009,108,6.7,137958,nm0023355,Christian Alvart,NA,NA,nm0589871,Travis Milloy,nm0023355,Christian Alvart,NA,NA
tt1190910,movie,The Beacon,2009,94,4.7,981,nm0831370,Michael Stokes,NA,NA,nm0831370,Michael Stokes,NA,NA,NA,NA
tt1191971,movie,Zone of the Dead,2009,101,3.9,2981,nm1188066,Milan Todorovic,nm2238286,Milan Konjevic,nm1188739,Vukota Brajovic,nm2238286,Milan Konjevic,nm1188066,Milan Todorovic
tt1192621,movie,Crushed,2009,90,4.1,493,nm1814577,Patrick Johnson,NA,NA,nm1814577,Patrick Johnson,NA,NA,NA,NA
tt1193622,movie,Bled White,2009,85,4.5,101,nm2011022,Jose Carlos Gomez,NA,NA,nm2011022,Jose Carlos Gomez,NA,NA,NA,NA
tt1196601,movie,Caesar and Otto's Summer Camp Massacre,2009,76,3.9,165,nm0996586,Dave Campfield,NA,NA,nm0996586,Dave Campfield,NA,NA,NA,NA
tt1198333,movie,Autumn,2009,110,3.2,1492,nm0750093,Steven Rumbelow,NA,NA,nm2868906,David Moody,nm0750093,Steven Rumbelow,NA,NA
tt1198396,movie,Chaw,2009,121,5.7,966,nm1672062,Jeong-won Shin,NA,NA,nm1672062,Jeong-won Shin,nm5917864,NA,NA,NA
tt1201122,movie,Timo Rose's Beast,2009,\N,4.2,63,nm1049039,Timo Rose,NA,NA,nm2957421,Mark Hyacinth,nm1049039,Timo Rose,NA,NA
tt1203517,movie,The Graves,2009,88,3.7,1932,nm0700335,Brian Pulido,NA,NA,nm0700335,Brian Pulido,NA,NA,NA,NA
tt1204905,movie,Haunted Airplane,2009,90,3.4,18,nm1046566,Dustin Rikert,NA,NA,nm1046566,Dustin Rikert,NA,NA,NA,NA
tt1204966,movie,Sensored,2009,91,4.7,324,nm1669506,Ryan Todd,NA,NA,nm1905331,Kevin Haskin,NA,NA,NA,NA
tt1206881,movie,The Bleeding,2009,80,2.9,960,nm0681604,Charlie Picerni,NA,NA,nm0485416,Lance Lane,NA,NA,NA,NA
tt1207972,movie,The Pig People,2009,\N,4.7,17,nm2964267,David Gueringer,NA,NA,nm2358615,Britt O. Wynn,NA,NA,NA,NA
tt1209361,movie,Sutures,2009,83,4.1,1441,nm0840412,Tammi Sutton,NA,NA,nm2778003,Brian Moon,nm0490707,Carlos Lauchu,nm1071670,Jacqueline A. Kelly
tt1209371,movie,Invisible Eyes,2009,107,6.2,29,nm2611601,Olivier Cohen,NA,NA,nm2611601,Olivier Cohen,NA,NA,NA,NA
tt1212023,movie,Dark Fields,2009,108,3.8,383,nm0776553,Douglas Schulze,NA,NA,nm0563045,Kurt Eli Mayry,nm0776553,Douglas Schulze,nm1526232,Mark C. Schwarz
tt1216489,movie,The Inherited,2009,\N,6.4,29,nm2873616,Patrick C. Clinton,NA,NA,nm2873616,Patrick C. Clinton,NA,NA,NA,NA
tt1220213,movie,Grace,2009,84,5.1,7433,nm2099491,Paul Solet,NA,NA,nm2099491,Paul Solet,NA,NA,NA,NA
tt1220214,movie,Heartless,2009,114,6,9616,nm0726000,Philip Ridley,NA,NA,nm0726000,Philip Ridley,NA,NA,NA,NA
tt1221932,movie,Abduction,2009,108,3.2,184,nm2320332,John Orrichio,NA,NA,nm2320332,John Orrichio,NA,NA,NA,NA
tt1223416,movie,Black Tower Temptation,2009,98,2.6,201,nm9211659,NA,NA,NA,nm2658492,Julianne White,NA,NA,NA,NA
tt1226745,movie,Brainjacked,2009,93,5.7,54,nm1378984,Andrew Allan,NA,NA,nm1378984,Andrew Allan,nm1380649,Andy Lalino,NA,NA
tt1226752,tvMovie,The Dunwich Horror,2009,91,3.5,890,nm0805635,Leigh Scott,NA,NA,nm0522454,H.P. Lovecraft,nm0805635,Leigh Scott,NA,NA
tt1228933,movie,Laid to Rest,2009,90,5.3,7352,nm0356042,Robert Hall,NA,NA,nm0356042,Robert Hall,NA,NA,NA,NA
tt1228963,movie,Bikini Girls on Ice,2009,82,3,1051,nm2017069,Geoff Klein,NA,NA,nm2017069,Geoff Klein,nm3022725,Jeff Ross,NA,NA
tt1229821,movie,Invitation Only,2009,95,4.7,1089,nm3003609,Kevin Ko,NA,NA,nm3003658,Sung In,nm3003571,Carolyn Lin,NA,NA
